epoch,acc,iou,loss,lr,precision_1,recall_1,val_acc,val_iou,val_loss,val_precision_1,val_recall_1
0,0.36399492621421814,0.05815558880567551,0.960963785648346,1e-04,0.06220678240060806,0.8281086087226868,0.16208748519420624,0.04779757931828499,0.6994104981422424,0.05247292295098305,0.9175790548324585
1,0.5447202324867249,0.0717596709728241,0.8500950932502747,1e-04,0.09266161918640137,0.9163548350334167,0.8967503905296326,0.04783794283866882,0.683417797088623,0.17334407567977905,0.27818378806114197
2,0.7087609171867371,0.08724922686815262,0.7225380539894104,1e-04,0.14462986588478088,0.9746460318565369,0.9408290982246399,0.047670766711235046,0.674019992351532,0.04272335767745972,0.008244729600846767
3,0.8148829936981201,0.09999242424964905,0.5964318513870239,1e-04,0.2124439924955368,0.9885969758033752,0.9477731585502625,0.04764435067772865,0.6650216579437256,0.0023882633540779352,9.234097524313256e-05
4,0.899754524230957,0.1108987107872963,0.5077371001243591,1e-04,0.3338578939437866,0.9908888936042786,0.9495564103126526,0.04759690538048744,0.6531246304512024,0.0,0.0
5,0.9456122517585754,0.11968103051185608,0.4527401328086853,1e-04,0.4822234511375427,0.992099940776825,0.9497083425521851,0.04747871682047844,0.6398687958717346,0.0,0.0
6,0.9666368961334229,0.1266525238752365,0.4155634641647339,1e-04,0.6053404211997986,0.9922041296958923,0.9497083425521851,0.04724930226802826,0.6261136531829834,0.0,0.0
7,0.9768210053443909,0.13294322788715363,0.3888450264930725,1e-04,0.6904495358467102,0.9939317107200623,0.9497083425521851,0.04701166972517967,0.6122976541519165,0.0,0.0
8,0.9828482270240784,0.13774199783802032,0.3697424829006195,1e-04,0.7529932856559753,0.9945003390312195,0.9497083425521851,0.046832919120788574,0.6002054810523987,0.0,0.0
9,0.987260639667511,0.14114227890968323,0.35666677355766296,1e-04,0.8065933585166931,0.9944873452186584,0.9497083425521851,0.046720463782548904,0.5892633199691772,0.0,0.0
10,0.9904998540878296,0.14367002248764038,0.3476945459842682,1e-04,0.851055383682251,0.9944482445716858,0.9497083425521851,0.04663084074854851,0.5789784789085388,0.0,0.0
11,0.9926533102989197,0.14548638463020325,0.34136196970939636,1e-04,0.8837480545043945,0.9937667846679688,0.9497083425521851,0.04658648744225502,0.5662055015563965,0.0,0.0
12,0.994000256061554,0.14680273830890656,0.3367898166179657,1e-04,0.9059155583381653,0.9925166368484497,0.9497083425521851,0.046516116708517075,0.5522332787513733,0.0,0.0
13,0.9946792721748352,0.14758606255054474,0.3332931101322174,1e-04,0.9195169806480408,0.9886230230331421,0.9497083425521851,0.04641715809702873,0.5379090309143066,0.0,0.0
14,0.9941428303718567,0.14673607051372528,0.3318834900856018,1e-04,0.9229288101196289,0.9716596007347107,0.9497083425521851,0.046294063329696655,0.5232917070388794,0.0,0.0
15,0.9947963356971741,0.14760154485702515,0.3286054730415344,1e-04,0.9350557923316956,0.9713210463523865,0.9497083425521851,0.04614711180329323,0.5085016489028931,0.0,0.0
16,0.9952412247657776,0.14978046715259552,0.3253709077835083,1e-04,0.9343743324279785,0.9813002943992615,0.9497083425521851,0.04596608877182007,0.4946068823337555,0.0,0.0
17,0.9965144395828247,0.15100842714309692,0.32188498973846436,1e-04,0.9527212381362915,0.987359881401062,0.9497083425521851,0.04576190933585167,0.4816901981830597,0.0,0.0
18,0.9965236186981201,0.15238182246685028,0.31951284408569336,1e-04,0.951185941696167,0.9892741441726685,0.9497083425521851,0.04550566151738167,0.4697171151638031,0.0,0.0
19,0.9970637559890747,0.15370123088359833,0.31685948371887207,1e-04,0.9575127363204956,0.9948692917823792,0.9497083425521851,0.045543741434812546,0.45853063464164734,0.0,0.0
20,0.9974228143692017,0.154393270611763,0.3146990239620209,1e-04,0.9643616676330566,0.9939273595809937,0.9497083425521851,0.04588969424366951,0.44857895374298096,0.0,0.0
21,0.9976444840431213,0.15525305271148682,0.3126259446144104,1e-04,0.9675982594490051,0.9956419467926025,0.9497083425521851,0.04603339359164238,0.43920382857322693,0.0,0.0
22,0.9976673722267151,0.15619893372058868,0.31070414185523987,1e-04,0.9673657417297363,0.9966750144958496,0.9497110247612,0.046101778745651245,0.43030503392219543,1.0,5.2766270528081805e-05
23,0.9976992011070251,0.1569191813468933,0.3089160919189453,1e-04,0.9683470129966736,0.9960803389549255,0.9497129917144775,0.04617343470454216,0.42151501774787903,1.0,9.234097524313256e-05
24,0.9978805780410767,0.15730707347393036,0.30721980333328247,1e-04,0.9728914499282837,0.9940445423126221,0.9497089982032776,0.046161532402038574,0.4134977459907532,0.6666666865348816,2.6383135264040902e-05
25,0.9980326890945435,0.15763698518276215,0.305538535118103,1e-04,0.9773218035697937,0.9916224479675293,0.9497097134590149,0.046091627329587936,0.4065394103527069,1.0,2.6383135264040902e-05
26,0.9977096319198608,0.15826255083084106,0.3041520416736603,1e-04,0.9722512364387512,0.9905459880828857,0.9497083425521851,0.045992810279130936,0.4005354940891266,0.5,1.3191567632020451e-05
27,0.9977133870124817,0.15949419140815735,0.302390992641449,1e-04,0.9690906405448914,0.9952425956726074,0.9497063755989075,0.045937445014715195,0.3945351839065552,0.0,0.0
28,0.99769526720047,0.15944379568099976,0.3010038137435913,1e-04,0.9731109142303467,0.9891873598098755,0.9497083425521851,0.04594169184565544,0.38822558522224426,0.0,0.0
29,0.9981445074081421,0.16000202298164368,0.29908373951911926,1e-04,0.9804714322090149,0.9902898669242859,0.9497076869010925,0.04591401293873787,0.38270387053489685,0.0,0.0
30,0.997899055480957,0.16131705045700073,0.29754510521888733,1e-04,0.9729706645011902,0.9945393800735474,0.9497063755989075,0.04586412012577057,0.37786611914634705,0.0,0.0
31,0.9977669715881348,0.1617264598608017,0.29614636301994324,1e-04,0.9726706743240356,0.9919697046279907,0.9497063755989075,0.045816630125045776,0.3731304705142975,0.0,0.0
32,0.99815434217453,0.16172200441360474,0.2945607006549835,1e-04,0.9818732738494873,0.988926887512207,0.9497050642967224,0.045767564326524734,0.36876803636550903,0.0,0.0
33,0.9981698393821716,0.16296613216400146,0.2928893566131592,1e-04,0.9783863425254822,0.9938492178916931,0.9497063755989075,0.04574376344680786,0.3650217354297638,0.0,0.0
34,0.998143196105957,0.16390007734298706,0.29129406809806824,1e-04,0.9768402576446533,0.9956071972846985,0.9497063755989075,0.04571545124053955,0.3617847263813019,0.0,0.0
35,0.9982803463935852,0.1643548607826233,0.2897835671901703,1e-04,0.9798141717910767,0.9946956634521484,0.9497076869010925,0.04570432007312775,0.35881495475769043,0.0,0.0
36,0.9982476234436035,0.16483469307422638,0.2884691059589386,1e-04,0.9800078868865967,0.9934672713279724,0.9497083425521851,0.04572536051273346,0.35599562525749207,0.0,0.0
37,0.998310387134552,0.1655074954032898,0.28699246048927307,1e-04,0.981045663356781,0.9941530823707581,0.9497083425521851,0.045890435576438904,0.3531961739063263,0.0,0.0
38,0.9982075095176697,0.1659851372241974,0.28569188714027405,1e-04,0.9806587100028992,0.9919263124465942,0.9497083425521851,0.0461181215941906,0.35039520263671875,0.0,0.0
39,0.9982047080993652,0.1666199415922165,0.28429555892944336,1e-04,0.9798539280891418,0.9924775958061218,0.9497083425521851,0.046349912881851196,0.3478112518787384,0.0,0.0
40,0.9982399940490723,0.16730046272277832,0.2828892767429352,1e-04,0.9803115725517273,0.9931113123893738,0.9497083425521851,0.04657797887921333,0.3454829454421997,0.0,0.0
41,0.9983723163604736,0.1678432673215866,0.2814551293849945,1e-04,0.9826759099960327,0.993241548538208,0.94970703125,0.04664813354611397,0.34367483854293823,0.0,0.0
42,0.9984950423240662,0.1685856133699417,0.27995765209198,1e-04,0.9839640855789185,0.9940011501312256,0.9497076869010925,0.04654240608215332,0.34199604392051697,0.0,0.0
43,0.998382568359375,0.1691887378692627,0.278673380613327,1e-04,0.9821950197219849,0.9934802651405334,0.9497076869010925,0.046311456710100174,0.3405185341835022,0.0,0.0
44,0.9984409809112549,0.1700945496559143,0.27720755338668823,1e-04,0.9821763634681702,0.9960065484046936,0.9497076869010925,0.04611745476722717,0.3390553295612335,0.0,0.0
45,0.9984725713729858,0.1705217957496643,0.27589917182922363,1e-04,0.9835364818572998,0.994469940662384,0.9497076869010925,0.045964766293764114,0.3377451002597809,0.0,0.0
46,0.9986240863800049,0.1710072010755539,0.27448898553848267,1e-04,0.9863858222961426,0.994118332862854,0.9497083425521851,0.045854415744543076,0.33631432056427,0.0,0.0
47,0.9984970092773438,0.17169566452503204,0.2732250690460205,1e-04,0.9840435981750488,0.9944829940795898,0.9497076869010925,0.04568488523364067,0.3350847363471985,0.0,0.0
48,0.998365581035614,0.17232529819011688,0.27200284600257874,1e-04,0.9821743965148926,0.9942225217819214,0.9497057199478149,0.04552874341607094,0.3340536653995514,0.0,0.0
49,0.998156726360321,0.1726415753364563,0.2709561586380005,1e-04,0.9800480008125305,0.9912405014038086,0.9496997594833374,0.04556811973452568,0.33288952708244324,0.0,0.0
50,0.9981576204299927,0.17287501692771912,0.2698187828063965,1e-04,0.9816787838935852,0.9887011647224426,0.9496898055076599,0.04566862806677818,0.33154362440109253,0.0,0.0
51,0.9977591633796692,0.17241385579109192,0.26905572414398193,1e-04,0.9816169738769531,0.9795206189155579,0.9496752023696899,0.04560690000653267,0.3303552269935608,0.0,0.0
52,0.9977242350578308,0.173238605260849,0.267828106880188,1e-04,0.9784762859344482,0.9827023148536682,0.9496692419052124,0.045247882604599,0.33002999424934387,0.0,0.0
53,0.9980148077011108,0.17481474578380585,0.26610732078552246,1e-04,0.9777398109436035,0.9904634952545166,0.9496446847915649,0.04517966881394386,0.32949280738830566,0.0,0.0
54,0.9983180165290833,0.1752707064151764,0.2644994556903839,1e-04,0.9843485951423645,0.9893349409103394,0.94963538646698,0.045193035155534744,0.32872334122657776,0.0,0.0
55,0.9985126852989197,0.1763865351676941,0.26293477416038513,1e-04,0.9849389791488647,0.9932502508163452,0.949630081653595,0.04518749937415123,0.3281249701976776,0.0,0.0
56,0.9984782338142395,0.17742399871349335,0.26156359910964966,1e-04,0.9827593564987183,0.9956592917442322,0.9496334195137024,0.045274097472429276,0.32741767168045044,0.0,0.0
57,0.9986282587051392,0.1778915971517563,0.26024141907691956,1e-04,0.9862222671508789,0.9945828318595886,0.9496320486068726,0.045661043375730515,0.32614296674728394,0.008547008968889713,1.3191567632020451e-05
58,0.9987528920173645,0.17840975522994995,0.2589419186115265,1e-04,0.9888335466384888,0.9940228462219238,0.94985431432724,0.04713836684823036,0.3239544928073883,0.7272727489471436,0.00464343186467886
59,0.998661994934082,0.17922396957874298,0.25768378376960754,1e-04,0.9866625070571899,0.9951210618019104,0.951503574848175,0.05159417912364006,0.3198707401752472,0.9486074447631836,0.037741076201200485
60,0.9985831379890442,0.18004614114761353,0.25642672181129456,1e-04,0.9845988750457764,0.9959544539451599,0.9545705914497375,0.05922803282737732,0.31402820348739624,0.9805901646614075,0.09863335639238358
61,0.9985484480857849,0.18055103719234467,0.25525662302970886,1e-04,0.9846953749656677,0.9945133924484253,0.959029495716095,0.06933583319187164,0.30709773302078247,0.9871705770492554,0.18778197467327118
62,0.9986367225646973,0.18092972040176392,0.25405341386795044,1e-04,0.987342894077301,0.9931286573410034,0.9643455147743225,0.0810534730553627,0.29949578642845154,0.9893971085548401,0.29419833421707153
63,0.9985916018486023,0.18125729262828827,0.2529134452342987,1e-04,0.9882528185844421,0.990702211856842,0.9701252579689026,0.0951957032084465,0.29106980562210083,0.9898147583007812,0.4102313816547394
64,0.9984512329101562,0.18192167580127716,0.25178423523902893,1e-04,0.985898494720459,0.9908541440963745,0.9755474328994751,0.10928773134946823,0.2829967141151428,0.9943650364875793,0.5167796611785889
65,0.998431384563446,0.18301087617874146,0.25046783685684204,1e-04,0.9829899668693542,0.9940923452377319,0.9823581576347351,0.1269274204969406,0.27332255244255066,0.9972521662712097,0.6510962247848511
66,0.9985527992248535,0.18362943828105927,0.24917754530906677,1e-04,0.9853944182395935,0.9939447045326233,0.987941563129425,0.1439126580953598,0.26472586393356323,0.9961453080177307,0.7636203169822693
67,0.9986363053321838,0.18387989699840546,0.24797219038009644,1e-04,0.9885430932044983,0.9913837313652039,0.99070805311203,0.15364985167980194,0.2597007751464844,0.9929101467132568,0.8221117258071899
68,0.9986737966537476,0.18483217060565948,0.2466534972190857,1e-04,0.9874322414398193,0.9934585690498352,0.9917178153991699,0.1579717993736267,0.2570902705192566,0.9947537779808044,0.8404347896575928
69,0.9985820055007935,0.18572521209716797,0.24544528126716614,1e-04,0.9852534532546997,0.9947434067726135,0.992584228515625,0.16271471977233887,0.2544209957122803,0.9956929087638855,0.8569242358207703
70,0.9987110495567322,0.1864314079284668,0.2441582828760147,1e-04,0.9874271750450134,0.9954379200935364,0.9939562082290649,0.16851814091205597,0.25115737318992615,0.9949737787246704,0.8852465748786926
71,0.9987143278121948,0.18685239553451538,0.2430051863193512,1e-04,0.9884877800941467,0.9932719469070435,0.9951523542404175,0.17344199120998383,0.2483135312795639,0.9932435154914856,0.9114450216293335
72,0.998734176158905,0.18744656443595886,0.24182096123695374,1e-04,0.9887804388999939,0.9930896162986755,0.9956094622612,0.17595656216144562,0.24648910760879517,0.9920260906219482,0.9223280549049377
73,0.9986594319343567,0.18836107850074768,0.24061791598796844,1e-04,0.9867521524429321,0.9945090413093567,0.9953228235244751,0.17589791119098663,0.24579019844532013,0.9922942519187927,0.9156135320663452
74,0.9986245036125183,0.18905913829803467,0.23947672545909882,1e-04,0.9862564206123352,0.9949083924293518,0.9953593611717224,0.1765419989824295,0.24462105333805084,0.9938228130340576,0.9147297143936157
75,0.9986618161201477,0.18954403698444366,0.2383299171924591,1e-04,0.9876238703727722,0.9931026697158813,0.9961329102516174,0.17937608063220978,0.24242185056209564,0.9949731826782227,0.9295306205749512
76,0.9986857771873474,0.18999986350536346,0.23719556629657745,1e-04,0.9888328313827515,0.9916484951972961,0.99689120054245,0.18289034068584442,0.24018503725528717,0.9927836656570435,0.9473392367362976
77,0.998595118522644,0.19060055911540985,0.23608694970607758,1e-04,0.9880420565605164,0.9909670352935791,0.9970669746398926,0.1849416047334671,0.23889833688735962,0.9886291027069092,0.9553861021995544
78,0.9984396696090698,0.1912592649459839,0.2350812703371048,1e-04,0.9853138327598572,0.9907413125038147,0.9967830777168274,0.18417124450206757,0.23819243907928467,0.9920180439949036,0.9459805488586426
79,0.9984909296035767,0.1921088993549347,0.23389658331871033,1e-04,0.9850475192070007,0.991991400718689,0.9961560964584351,0.18352282047271729,0.23801235854625702,0.9889837503433228,0.9367596507072449
80,0.9982149600982666,0.1921691596508026,0.23311841487884521,1e-04,0.9839369654655457,0.9869779348373413,0.9972288608551025,0.18722565472126007,0.2355586290359497,0.9892023801803589,0.9583542346954346
81,0.9984725713729858,0.19272680580615997,0.23174411058425903,1e-04,0.9885509014129639,0.9871949553489685,0.997513473033905,0.18866002559661865,0.2342347502708435,0.9889117479324341,0.9647257328033447
82,0.9984667301177979,0.19380268454551697,0.23054257035255432,1e-04,0.9861792922019958,0.989899218082428,0.9972308874130249,0.18776719272136688,0.23334498703479767,0.9944630861282349,0.95245760679245
83,0.9984104633331299,0.19501468539237976,0.2293163537979126,1e-04,0.9832811951637268,0.9930722713470459,0.99713134765625,0.18850712478160858,0.2324802428483963,0.993119478225708,0.9520222544670105
84,0.9985591173171997,0.19551099836826324,0.22810035943984985,1e-04,0.9869158864021301,0.9920608997344971,0.99756920337677,0.19126595556735992,0.23118089139461517,0.9866297841072083,0.9685776829719543
85,0.9987723231315613,0.19602365791797638,0.22685877978801727,1e-04,0.9908413887023926,0.9913403391838074,0.9979122281074524,0.19283922016620636,0.2299393117427826,0.9862953424453735,0.9769015908241272
86,0.9987849593162537,0.1970086693763733,0.2256426066160202,1e-04,0.9898887276649475,0.9931113123893738,0.9977569580078125,0.1926271915435791,0.22898562252521515,0.9891814589500427,0.9697517156600952
87,0.9986448287963867,0.1980944722890854,0.22452794015407562,1e-04,0.9862276911735535,0.9952946901321411,0.9974299073219299,0.1918729692697525,0.2281656414270401,0.9929713010787964,0.9579057097434998
88,0.9986779093742371,0.19878791272640228,0.223411425948143,1e-04,0.9869515895843506,0.994808554649353,0.9976063370704651,0.19329915940761566,0.2268846333026886,0.9913427233695984,0.963736355304718
89,0.9987945556640625,0.19906733930110931,0.22231879830360413,1e-04,0.9906746745109558,0.9918959140777588,0.9978591203689575,0.19590456783771515,0.2257813960313797,0.9839118123054504,0.9786033034324646
90,0.9988771677017212,0.19965729117393494,0.22118286788463593,1e-04,0.9927307963371277,0.9917439818382263,0.9977808594703674,0.19673573970794678,0.22506500780582428,0.9813469052314758,0.9799488186836243
91,0.9986668229103088,0.2006714940071106,0.22016946971416473,1e-04,0.9878465533256531,0.9935323596000671,0.9976986050605774,0.19575421512126923,0.2237960398197174,0.9904065728187561,0.9669287204742432
92,0.9986956119537354,0.20179486274719238,0.21896302700042725,1e-04,0.9867230653762817,0.9958459734916687,0.9974842667579651,0.19546742737293243,0.22281399369239807,0.9927270412445068,0.9597129225730896
93,0.9986760020256042,0.2020985335111618,0.21798920631408691,1e-04,0.9881780743598938,0.9927076101303101,0.9979175329208374,0.19829793274402618,0.22147177159786224,0.9873834848403931,0.975608766078949
94,0.9989264607429504,0.2025936245918274,0.21676303446292877,1e-04,0.9932737350463867,0.992256224155426,0.9977582693099976,0.1997588723897934,0.22101302444934845,0.9790771007537842,0.9821122288703918
95,0.9988015294075012,0.20353789627552032,0.21572089195251465,1e-04,0.9902558922767639,0.9934195280075073,0.9978458285331726,0.19930528104305267,0.21975719928741455,0.9869437217712402,0.9742368459701538
96,0.9987719058990479,0.2046549916267395,0.21456657350063324,1e-04,0.9882712364196777,0.9955681562423706,0.9976932406425476,0.1989436149597168,0.21863384544849396,0.9912680983543396,0.9659129977226257
97,0.9987788796424866,0.20525366067886353,0.2135208696126938,1e-04,0.9890474677085876,0.9944482445716858,0.99785315990448,0.20051664113998413,0.21740339696407318,0.9891796112060547,0.9719942808151245
98,0.9988961219787598,0.20568040013313293,0.21244077384471893,1e-04,0.9922550320625305,0.992659866809845,0.9977821707725525,0.2020666003227234,0.21669195592403412,0.9828208088874817,0.9780756235122681
99,0.9987945556640625,0.2064049392938614,0.21145659685134888,1e-04,0.9905185699462891,0.9926425218582153,0.9978485107421875,0.2021741420030594,0.21537522971630096,0.9875085353851318,0.9740257859230042
